Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
200501CW11202,528670,180020,-0.147479,51.50442,1,3,2,1,19/07/2005,3,00:24,1,E09000033,3,4,Dual carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004761,2005
200501CW11204,529070,181380,-0.141221,51.516551,1,3,2,1,03/07/2005,1,18:59,1,E09000033,3,4201,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004765,2005
200501CW11205,526480,182330,-0.178188,51.525675,1,3,1,1,18/07/2005,2,09:15,1,E09000033,3,5205,Single carriageway,30,,Giveway or uncontrolled,3,5,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004728,2005
200501CW11207,530140,178460,-0.126885,51.490065,1,3,2,1,18/09/2005,1,13:07,1,E09000033,5,0,Dual carriageway,30,,Giveway or uncontrolled,3,3212,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004745,2005
200501CW11208,528360,181120,-0.151543,51.514377,1,3,1,1,31/08/2005,4,15:30,1,E09000033,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004714,2005
200501CW11209,528810,180120,-0.145426,51.505287,1,3,1,1,16/09/2005,6,04:00,1,E09000033,3,4,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004736,2005
200501CW11210,528020,182000,-0.15612,51.522362,1,3,1,1,09/09/2005,6,02:50,1,E09000033,3,501,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004727,2005
200501CW11211,527030,181820,-0.170447,51.520968,1,2,5,1,16/09/2005,6,16:30,1,E09000033,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004673,2005
200501CW11213,530200,179220,-0.125741,51.496881,1,3,2,1,15/09/2005,5,07:10,1,E09000033,3,3212,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004733,2005
200501CW11215,528230,182180,-0.15303,51.523932,1,3,2,1,13/09/2005,3,11:12,1,E09000033,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004727,2005
200501CW11216,525490,182080,-0.19254,51.523648,1,3,2,1,26/07/2005,3,08:25,1,E09000033,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004756,2005
200501CW11217,529820,181050,-0.13054,51.513414,1,3,2,1,16/09/2005,6,10:30,1,E09000033,5,0,One way street,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
200501CW11219,528510,178350,-0.150391,51.489449,1,3,2,1,15/09/2005,5,09:05,1,E09000033,4,313,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004667,2005
200501CW11220,527980,181760,-0.156784,51.520214,1,3,1,1,15/09/2005,5,12:10,1,E09000033,3,41,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004712,2005
200501CW11221,527990,180730,-0.157013,51.510955,1,3,1,1,12/09/2005,2,09:29,1,E09000033,5,0,Single carriageway,30,,Automatic traffic signal,3,4202,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
200501CW11222,530070,180410,-0.127175,51.507605,1,3,2,1,12/09/2005,2,20:37,1,E09000033,3,4,Roundabout,30,,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11223,529820,180400,-0.130779,51.507573,1,3,1,1,11/09/2005,1,03:44,1,E09000033,3,4,One way street,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11224,528930,179310,-0.143994,51.497981,1,3,2,2,12/09/2005,2,06:20,1,E09000033,3,3217,One way street,30,,Automatic traffic signal,3,3214,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004731,2005
200501CW11225,526700,181700,-0.175244,51.519963,1,2,2,1,06/09/2005,3,10:29,1,E09000033,3,40,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004702,2005
200501CW11226,527050,183770,-0.169456,51.538488,1,3,2,1,11/09/2005,1,16:37,2,E09000007,4,525,Single carriageway,30,,Giveway or uncontrolled,4,525,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004647,2005
200501CW11227,528560,178500,-0.149616,51.490785,1,3,1,1,10/09/2005,7,12:05,1,E09000033,3,3214,Single carriageway,30,,Automatic traffic signal,4,313,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004750,2005
200501CW11228,527520,181840,-0.163381,51.521037,1,2,1,1,17/09/2005,7,20:16,1,E09000033,3,501,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004661,2005
200501CW11229,529790,181370,-0.130854,51.516297,1,3,1,1,17/09/2005,7,21:55,2,E09000007,3,40,Single carriageway,30,,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
200501CW11230,528710,182740,-0.14591,51.528856,1,3,2,1,21/08/2005,1,16:40,2,E09000007,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000946,2005
200501CW11232,530220,178970,-0.125546,51.49463,1,3,2,1,14/09/2005,4,06:22,1,E09000033,4,323,Roundabout,30,,Giveway or uncontrolled,3,3212,None within 50 metres,Zebra crossing,Daylight: Street light present,Other,Dry,None,None,1,Yes,E01004745,2005
200501CW11233,525530,181770,-0.192074,51.520854,1,3,1,1,29/08/2005,2,19:46,1,E09000033,3,404,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004758,2005
200501CW11236,528910,179320,-0.144278,51.498075,1,3,2,1,19/08/2005,6,10:05,1,E09000033,3,3217,Single carriageway,30,,Automatic traffic signal,3,3214,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004731,2005
200501CW11237,527380,181800,-0.165413,51.520709,1,3,1,1,05/09/2005,2,19:05,1,E09000033,3,501,Single carriageway,30,,Automatic traffic signal,3,501,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004673,2005
200501CW11238,528270,182070,-0.152493,51.522935,1,3,1,1,21/08/2005,1,17:00,1,E09000033,3,501,Dual carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004717,2005
200501CW11239,528270,180280,-0.153144,51.506848,1,3,1,2,08/09/2005,5,12:30,1,E09000033,3,4202,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
200501CW11240,528440,180740,-0.150529,51.510943,1,3,2,1,31/08/2005,4,01:25,1,E09000033,5,0,One way street,30,,,-1,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004761,2005
200501CW11242,527980,181010,-0.157056,51.513474,1,3,2,1,08/09/2005,5,16:30,1,E09000033,3,40,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004762,2005
200501CW11243,530210,181110,-0.1249,51.513864,1,3,1,1,26/07/2005,3,07:20,1,E09000033,6,0,One way street,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000919,2005
200501CW11245,527910,181960,-0.15772,51.522028,1,3,2,1,14/06/2005,3,08:30,1,E09000033,3,501,Dual carriageway,30,,Automatic traffic signal,3,41,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004660,2005
200501CW11249,529970,180820,-0.128464,51.511313,1,3,1,1,19/09/2005,2,00:40,1,E09000033,3,400,Single carriageway,30,,Automatic traffic signal,3,4201,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
200501CW11250,529250,180460,-0.138965,51.508242,1,3,1,1,26/09/2005,2,14:20,1,E09000033,3,4,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11251,530000,180650,-0.128094,51.509778,1,3,1,1,25/09/2005,1,21:50,1,E09000033,3,400,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
200501CW11253,529120,180980,-0.140647,51.512945,1,3,1,1,18/09/2005,1,01:37,1,E09000033,3,4201,Single carriageway,30,,Automatic traffic signal,4,406,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
200501CW11254,530000,180640,-0.128098,51.509688,1,3,2,1,15/09/2005,5,13:09,1,E09000033,3,400,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11255,530640,180660,-0.118874,51.50972,1,3,1,1,22/09/2005,5,17:23,1,E09000033,6,0,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004735,2005
200501CW11256,530150,179780,-0.126255,51.501925,1,3,2,1,22/09/2005,5,08:35,1,E09000033,3,3212,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
200501CW11257,528500,178770,-0.150382,51.493225,1,3,2,1,22/09/2005,5,20:02,1,E09000033,5,0,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004687,2005
200501CW11258,529690,181360,-0.132298,51.51623,1,3,1,1,23/09/2005,6,14:35,1,E09000033,3,40,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004763,2005
200501CW11260,529470,181240,-0.135511,51.515202,1,3,2,1,17/09/2005,7,01:55,1,E09000033,5,0,One way street,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
200501CW11261,527510,182450,-0.163305,51.526522,1,3,2,1,20/09/2005,3,01:02,1,E09000033,3,41,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004727,2005
200501CW11264,528050,180610,-0.156193,51.509863,1,3,2,1,23/09/2005,6,07:35,1,E09000033,3,4202,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
200501CW11265,527240,179730,-0.168176,51.502138,1,3,2,3,20/09/2005,3,20:09,1,E09000033,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
200501CW11266,526500,181700,-0.178125,51.520008,1,3,2,1,09/09/2005,6,08:09,1,E09000033,3,40,Dual carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004685,2005
200501CW11267,525310,182320,-0.195048,51.525845,1,3,1,1,20/07/2005,4,14:40,1,E09000033,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004676,2005
200501CW11268,529660,180630,-0.132998,51.509676,1,3,2,1,30/08/2005,3,23:26,1,E09000033,3,4,One way street,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine with high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11270,530380,180600,-0.12264,51.509241,1,3,1,1,22/09/2005,5,13:23,1,E09000033,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
200501CW11271,530160,179640,-0.126163,51.500665,1,3,1,1,29/09/2005,5,17:07,1,E09000033,3,3212,Single carriageway,30,,Automatic traffic signal,3,3212,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
200501CW11272,530720,181060,-0.117573,51.513297,1,3,2,1,13/09/2005,3,13:00,1,E09000033,3,4200,Dual carriageway,30,,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004735,2005
200501CW11273,530090,179580,-0.127193,51.500141,1,3,2,1,29/09/2005,5,17:42,1,E09000033,3,302,Roundabout,30,,Giveway or uncontrolled,3,302,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
200501CW11276,530340,180310,-0.123323,51.506644,1,3,2,1,27/09/2005,3,19:41,1,E09000033,4,308,Single carriageway,30,,Automatic traffic signal,4,308,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11278,526730,183290,-0.174241,51.534246,1,3,1,1,28/08/2005,1,12:20,1,E09000033,5,0,Single carriageway,30,,Automatic traffic signal,3,41,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004647,2005
200501CW11279,528860,181190,-0.144315,51.514892,1,3,1,1,26/09/2005,2,18:25,1,E09000033,3,40,Single carriageway,30,,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
200501CW11280,529610,181210,-0.133505,51.5149,1,3,1,1,28/09/2005,4,15:40,1,E09000033,5,0,One way street,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
200501CW11281,526190,181390,-0.182702,51.517292,1,3,1,1,27/09/2005,3,14:40,1,E09000033,3,4206,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004656,2005
200501CW11282,527010,181740,-0.170764,51.520253,1,3,1,1,16/09/2005,6,09:50,1,E09000033,6,0,Single carriageway,30,,Giveway or uncontrolled,3,5,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004702,2005
200501CW11284,526740,182030,-0.17455,51.52292,1,3,2,1,26/09/2005,2,15:25,1,E09000033,3,5,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004702,2005
200501CW11285,530220,179660,-0.125291,51.50083,1,3,1,1,13/09/2005,3,13:04,1,E09000033,3,302,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
200501CW11288,529820,181370,-0.130422,51.51629,1,3,2,1,30/09/2005,6,07:25,2,E09000007,3,40,One way street,30,,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004763,2005
200501CW11289,527560,181860,-0.162798,51.521208,1,3,1,2,09/09/2005,6,15:15,1,E09000033,3,501,Dual carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004661,2005
200501CW11290,526940,182390,-0.171539,51.526111,1,3,2,1,20/09/2005,3,23:10,1,E09000033,4,507,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004672,2005
200501CW11292,529280,179580,-0.138856,51.500327,1,3,1,1,27/09/2005,3,09:40,1,E09000033,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004736,2005
200501CW11293,529830,180200,-0.130708,51.505773,1,3,2,1,03/10/2005,2,21:56,1,E09000033,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11298,529570,181060,-0.134137,51.513561,1,3,1,1,26/09/2005,2,23:19,1,E09000033,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
200501CW11300,527340,183240,-0.165469,51.53366,1,3,2,1,06/10/2005,5,08:15,1,E09000033,3,5205,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004730,2005
200501CW11302,529480,184570,-0.134144,51.545126,1,3,2,1,05/10/2005,4,19:50,2,E09000007,3,503,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present but unlit,Fine without high winds,Dry,None,None,1,Yes,E01000865,2005
200501CW11304,526560,182210,-0.177078,51.524578,1,3,2,1,24/09/2005,7,22:30,1,E09000033,3,5,Dual carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004703,2005
200501CW11306,528140,180780,-0.154835,51.511371,1,3,2,1,24/09/2005,7,10:25,1,E09000033,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004762,2005
200501CW11307,529690,180850,-0.132485,51.511647,1,3,2,3,26/09/2005,2,02:13,1,E09000033,3,401,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
200501CW11308,528150,180510,-0.154789,51.508942,1,3,2,1,22/09/2005,5,12:30,1,E09000033,3,4202,Dual carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004762,2005
200501CW11309,526170,183490,-0.182239,51.536169,1,3,1,1,21/09/2005,4,08:50,1,E09000033,4,507,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004646,2005
200501CW11310,529440,180570,-0.136189,51.509188,1,3,2,1,16/09/2005,6,17:08,1,E09000033,3,4,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
200501CW11311,525960,181280,-0.186054,51.516354,1,2,1,1,20/09/2005,3,08:16,1,E09000033,3,4206,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004696,2005
200501CW11312,527320,181290,-0.166461,51.516139,1,3,2,1,17/09/2005,7,21:00,1,E09000033,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004686,2005
200501CW11313,529000,180300,-0.142624,51.506862,1,2,1,2,16/09/2005,6,00:42,1,E09000033,3,4,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004761,2005
200501CW11314,529560,180810,-0.134372,51.511317,1,3,2,1,09/09/2005,6,14:08,1,E09000033,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
200501CW11315,528430,180110,-0.150902,51.505284,1,3,1,1,07/09/2005,4,15:30,1,E09000033,3,4202,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004761,2005
200501CW11317,528350,179740,-0.152189,51.501977,1,3,1,1,20/09/2005,3,16:09,1,E09000033,3,4,Single carriageway,30,,Giveway or uncontrolled,4,310,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004691,2005
200501CW11318,528360,179760,-0.152037,51.502154,1,3,2,1,16/09/2005,6,17:56,1,E09000033,3,4,Roundabout,30,,Giveway or uncontrolled,4,310,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004691,2005
200501CW11319,526760,182010,-0.174269,51.522736,1,3,2,1,28/09/2005,4,14:19,1,E09000033,3,5,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004702,2005
200501CW11320,527480,180910,-0.164294,51.512688,1,3,2,1,22/09/2005,5,23:55,1,E09000033,3,402,Dual carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
200501CW11321,530800,180730,-0.116543,51.510312,1,3,2,1,08/09/2005,5,23:37,1,E09000033,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004735,2005
200501CW11323,525480,181830,-0.192773,51.521404,1,2,1,1,29/07/2005,6,22:28,1,E09000033,3,404,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004758,2005
200501CW11324,525300,182010,-0.195302,51.523062,1,3,2,1,24/07/2005,1,15:30,1,E09000033,3,404,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004676,2005
200501CW11326,526860,181140,-0.173141,51.514895,1,2,2,1,02/08/2005,3,23:06,1,E09000033,3,4209,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004685,2005
200501CW11327,526710,183310,-0.174522,51.53443,1,3,4,1,01/08/2005,2,15:15,1,E09000033,3,41,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004649,2005
200501CW11328,530460,180400,-0.121562,51.507425,1,3,3,1,17/04/2005,1,19:30,1,E09000033,3,3211,Dual carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004733,2005
200501CW11329,530050,178230,-0.128266,51.488018,1,3,2,1,05/08/2005,6,21:05,1,E09000033,3,202,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,,2005
200501CW11330,530200,179220,-0.125741,51.496881,1,3,2,1,04/08/2005,5,13:10,1,E09000033,3,3212,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
200501CW11331,527060,181680,-0.170066,51.519703,1,3,2,1,08/08/2005,2,18:50,1,E09000033,3,5,Single carriageway,30,,Automatic traffic signal,3,404,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004685,2005
200501CW11332,530150,178500,-0.126727,51.490422,1,3,2,1,03/08/2005,4,15:25,1,E09000033,3,3212,Dual carriageway,30,,,-1,0,None within 50 metres,Central refuge,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004745,2005
200501CW11333,526960,178640,-0.1726,51.492405,1,3,2,1,27/09/2005,3,10:40,12,E09000020,4,304,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01002822,2005
